seed_incident_id,split,year
1230980091853,train,2009
1230980341219,train,2009
1230980357536,train,2009
1230980443356,train,2009
1230980810897,train,2009
1230981635837,train,2009
1230981714400,train,2009
1230981860600,train,2009
1230981867380,train,2009
1230981891474,train,2009
1230981903999,train,2009
1230982047862,train,2009
1230982240317,train,2009
1230982874537,train,2009
1230982963659,train,2009
1230983864769,train,2009
1230983878851,train,2009
1230983895151,train,2009
1230984233578,train,2009
1230984558271,train,2009
1230984801734,train,2009
1230985085280,train,2009
1230985145954,train,2009
1232705551968,train,2009
1232705553605,train,2009
1232705571886,train,2009
1232705573175,train,2009
1232942707767,train,2009
1232943052308,train,2009
1233323226416,train,2009
1233323256370,train,2009
1233323265007,train,2009
1233323267946,train,2009
1233323316347,train,2009
1233323334812,train,2009
1233323550583,train,2009
1233323850312,train,2009
1233323852018,train,2009
1233324796186,train,2009
1233324998927,train,2009
1233325026653,train,2009
1233325038930,train,2009
1233325041964,train,2009
1233325052313,train,2009
1233325054860,train,2009
1233325072756,train,2009
1233325073780,train,2009
1233325078071,train,2009
1233325089608,train,2009
1233325293745,train,2009
1234256047189,train,2009
1234257062199,train,2009
1234257068746,train,2009
1234257300372,train,2009
1234257321241,train,2009
1234257644295,train,2009
1234257651127,train,2009
1234878090300,train,2009
1234878354711,train,2009
1234878478341,train,2009
1235115598169,train,2009
1235115841651,train,2009
1235352765157,train,2009
1235462659415,train,2009
1235463420805,train,2009
1235463724249,train,2009
1235463739450,train,2009
1235463756667,train,2009
1235463793773,train,2009
1235464786369,train,2009
1235464792278,train,2009
1235465168681,train,2009
1235465572915,train,2009
1236755473669,train,2009
1236756085473,train,2009
1236756561935,train,2009
1236879067378,train,2009
1236879080534,train,2009
1237206536011,train,2009
1237206856726,train,2009
1237207177792,train,2009
1237540291173,train,2009
1237540288855,train,2009
1237540307050,train,2009
1237540682631,train,2009
1237541490228,train,2009
1237541494522,train,2009
1237541920903,train,2009
1237541940438,train,2009
1238497829473,train,2009
1238498398868,train,2009
1238498510016,train,2009
1239106258133,train,2009
1239106276415,train,2009
1239106524693,train,2009
1239106531261,train,2009
1239106541282,train,2009
1239106559304,train,2009
1239106568780,train,2009
1239607547861,train,2009
1240837696018,train,2009
1240837704201,train,2009
1240837901796,train,2009
1241070378844,train,2009
1241070793837,train,2009
1241070863971,train,2009
1241070882835,train,2009
1241070895390,train,2009
1241430228563,train,2009
1241430847874,train,2009
1241430930577,train,2009
1241431099963,train,2009
1241431342826,train,2009
1241431360512,train,2009
1241431594407,train,2009
1241432263986,train,2009
1241432292576,train,2009
1241432292997,train,2009
1241432338416,train,2009
1242713749889,train,2009
1242714112480,train,2009
1242898135346,train,2009
1242898147200,train,2009
1242898149427,train,2009
1242898162453,train,2009
1242898172792,train,2009
1243407221076,train,2009
1243497311262,train,2009
1243598397774,train,2009
1243598501589,train,2009
1243598774773,train,2009
1243599247693,train,2009
1243599726468,train,2009
1243599742099,train,2009
1244182009991,train,2009
1244193873175,train,2009
1244451958968,train,2009
1244452033629,train,2009
1244615199791,train,2009
1244615675753,train,2009
1244615676906,train,2009
1244615692626,train,2009
1244616138359,train,2009
1244616256859,train,2009
1245330319396,train,2009
1245330462235,train,2009
1245330555583,train,2009
1245664920066,train,2009
1245665453337,train,2009
1245952187925,train,2009
1246111321845,train,2009
1246111448794,train,2009
1246111545862,train,2009
1246464734635,train,2009
1246464824366,train,2009
1246465021888,train,2009
1246465034191,train,2009
1246465056619,train,2009
1246465060303,train,2009
1246465180940,train,2009
1246465225621,train,2009
1246988905412,train,2009
1246989512560,train,2009
1246989517413,train,2009
1246989523713,train,2009
1246989526088,train,2009
1246989536087,train,2009
1246989911227,train,2009
1246989956417,train,2009
1246990666659,train,2009
1246991121956,train,2009
1246991880132,train,2009
1246992699314,train,2009
1246992926876,train,2009
1246993140583,train,2009
1248366875390,train,2009
1248366880111,train,2009
1248367088344,train,2009
1248367092154,train,2009
1248678217306,train,2009
1248678271897,train,2009
1248678683070,train,2009
1249111580134,train,2009
1249127187066,train,2009
1249127232397,train,2009
1249241157334,train,2009
1249241160647,train,2009
1249241444743,train,2009
1249241802712,train,2009
1249241874277,train,2009
1249242004938,train,2009
1249242005932,train,2009
1249242009134,train,2009
1249242024277,train,2009
1249971478102,train,2009
1249971484349,train,2009
1252046887717,train,2009
1250076188443,train,2009
1250169503998,train,2009
1250169588322,train,2009
1250169834290,train,2009
1250169858286,train,2009
1250169874553,train,2009
1250169882966,train,2009
1250169889786,train,2009
1250170375008,train,2009
1250170658781,train,2009
1251094628232,train,2009
1251181163529,train,2009
1251181417118,train,2009
1251181435089,train,2009
1251181591808,train,2009
1251181611368,train,2009
1251181630011,train,2009
1251182142190,train,2009
1251182829125,train,2009
1251182914211,train,2009
1252045458564,train,2009
1252045478654,train,2009
1252045483008,train,2009
1252045818769,train,2009
1252045841630,train,2009
1252045881802,train,2009
1252045883458,train,2009
1252046872311,train,2009
1252046894894,train,2009
1253192711579,train,2009
1253192881687,train,2009
1253192933896,train,2009
1253613034181,train,2009
1253613542076,train,2009
1253613608998,train,2009
1253860917179,train,2009
1253860957995,train,2009
1253861300567,train,2009
1253861404228,train,2009
1254560902364,train,2009
1254561049310,train,2009
1254561069880,train,2009
1254917929519,train,2009
1254918601612,train,2009
1254918629829,train,2009
1254918665334,train,2009
1255449431652,train,2009
1255643237524,train,2009
1255643238745,train,2009
1255643246334,train,2009
1255643306484,train,2009
1255643540194,train,2009
1255643548307,train,2009
1255643840422,train,2009
1255643844551,train,2009
1255644153350,train,2009
1255644500957,train,2009
1255644515814,train,2009
1255644518011,train,2009
1255644518907,train,2009
1255644701359,train,2009
1255644780139,train,2009
1255645909948,train,2009
1256986928466,train,2009
1256986933109,train,2009
1257029095130,train,2009
1257029128617,train,2009
1257029317085,train,2009
1257029802784,train,2009
1257029833410,train,2009
1257030291011,train,2009
1257515965411,train,2009
1257803972516,train,2009
1258120479064,train,2009
1258120501263,train,2009
1258120528001,train,2009
1258120846618,train,2009
1258121135386,train,2009
1258121660478,train,2009
1258121918497,train,2009
1258121989109,train,2009
1258122227389,train,2009
1259063753812,train,2009
1259063819562,train,2009
1259064306354,train,2009
1259064918072,train,2009
1259394619083,train,2009
1259394695855,train,2009
1259394932367,train,2009
1259395182920,train,2009
1259395781675,train,2009
1259395983823,train,2009
1259395994651,train,2009
1259396248281,train,2009
1259396249456,train,2009
1260365471001,train,2009
1260366239866,train,2009
1260366247461,train,2009
1260366257196,train,2009
1260366266503,train,2009
1260366519922,train,2009
1260887275488,train,2009
1261039194433,train,2009
1261039495634,train,2009
1261039574003,train,2009
1261039843673,train,2009
1261039987702,train,2009
1261040318212,train,2009
1261040428594,train,2009
1261040499002,train,2009
1261040524988,train,2009
1261040527919,train,2009
1232943146229,train,2009
1261040836174,train,2009
1261041055209,train,2009
1261041152133,train,2010
1261041275223,train,2010
1261041399803,train,2010
1261041407382,train,2010
1261041642259,train,2010
1261041696263,train,2010
1261041721151,train,2010
1261041851724,train,2010
1261041869124,train,2010
1261041869563,train,2010
1262860346276,train,2010
1262860347982,train,2010
1262860612228,train,2010
1262860623038,train,2010
1262860632267,train,2010
1262860911926,train,2010
1262860929487,train,2010
1262861277427,train,2010
1262861373204,train,2010
1262861408711,train,2010
1262861860954,train,2010
1262861888053,train,2010
1262862127883,train,2010
1262862149982,train,2010
1262862288069,train,2010
1263825486215,train,2010
1263825511225,train,2010
1264078879623,train,2010
1264142203135,train,2010
1264142246136,train,2010
1264142516302,train,2010
1264142518522,train,2010
1264513809022,train,2010
1264671789876,train,2010
1264672022594,train,2010
1264672050056,train,2010
1264672060257,train,2010
1265032481550,train,2010
1265032484709,train,2010
1265096330718,train,2010
1265096386597,train,2010
1265096773291,train,2010
1265097093969,train,2010
1265377428448,train,2010
1265377450797,train,2010
1265626108490,train,2010
1265894376402,train,2010
1265894584986,train,2010
1265894619421,train,2010
1265894622776,train,2010
1265894792722,train,2010
1265895043180,train,2010
1265895131720,train,2010
1266397091302,train,2010
1266563354617,train,2010
1266563531413,train,2010
1266563532364,train,2010
1266563550265,train,2010
1266563835654,train,2010
1266564020878,train,2010
1267093045895,train,2010
1267185116885,train,2010
1267295016255,train,2010
1267295726699,train,2010
1267709952061,train,2010
1267709976618,train,2010
1267709983479,train,2010
1267709990011,train,2010
1267710114502,train,2010
1267710640296,train,2010
1267710889840,train,2010
1268394465458,train,2010
1268394871036,train,2010
1268395212637,train,2010
1268897006937,train,2010
1268897011366,train,2010
1268897012858,train,2010
1268897019371,train,2010
1268897039799,train,2010
1268897040682,train,2010
1269340864341,train,2010
1269340888575,train,2010
1269341057353,train,2010
1269527236772,train,2010
1269527256115,train,2010
1269527279828,train,2010
1269611224872,train,2010
1269951657874,train,2010
1270037449420,train,2010
1270037450652,train,2010
1270037471149,train,2010
1270037473724,train,2010
1270037485692,train,2010
1270037490153,train,2010
1270037491060,train,2010
1270553790106,train,2010
1270554027100,train,2010
1270554164931,train,2010
1270554237466,train,2010
1270554300817,train,2010
1270554443646,train,2010
1270554450261,train,2010
1270554633481,train,2010
1270555017975,train,2010
1270555025783,train,2010
1270555473996,train,2010
1270555642131,train,2010
1270555647631,train,2010
1271747655474,train,2010
1271838260052,train,2010
1271838261247,train,2010
1271838536300,train,2010
1271838616226,train,2010
1272284968243,train,2010
1272285050748,train,2010
1272286027265,train,2010
1272286478048,train,2010
1272896322893,train,2010
1272896388822,train,2010
1272896716115,train,2010
1272896833669,train,2010
1272897058887,train,2010
1272897156062,train,2010
1272897244065,train,2010
1273562629185,train,2010
1273562792786,train,2010
1273562850894,train,2010
1273563046605,train,2010
1273563047711,train,2010
1273563048988,train,2010
1273563159096,train,2010
1273563334300,train,2010
1273563732392,train,2010
1274421884509,train,2010
1274432790892,train,2010
1274432799354,train,2010
1274784464065,train,2010
1274785000481,train,2010
1274785281130,train,2010
1274785345177,train,2010
1274785617140,train,2010
1275395269157,train,2010
1275553404206,train,2010
1275553472632,train,2010
1275553742418,train,2010
1276063471801,train,2010
1276064084892,train,2010
1276064094834,train,2010
1276064097362,train,2010
1276514710112,train,2010
1276514765206,train,2010
1276515197165,train,2010
1276515699006,train,2010
1276515895983,train,2010
1276515897447,train,2010
1276515912724,train,2010
1277227928850,train,2010
1277228333088,train,2010
1277228338518,train,2010
1277466672607,train,2010
1277466673976,train,2010
1277466688694,train,2010
1277466851818,train,2010
1277466915834,train,2010
1277466926973,train,2010
1277467170712,train,2010
1277467259816,train,2010
1277467377386,train,2010
1277971213616,train,2010
1277998897265,train,2010
1277999023561,train,2010
1277999032080,train,2010
1277999084455,train,2010
1278000075213,train,2010
1278674087618,train,2010
1278674544659,train,2010
1278674580916,train,2010
1278674702694,train,2010
1278674706185,train,2010
1278674995327,train,2010
1279108690931,train,2010
1279183213663,train,2010
1279183717273,train,2010
1279183786347,train,2010
1279530181154,train,2010
1279530448498,train,2010
1279643085448,train,2010
1279788340761,train,2010
1279887190192,train,2010
1279887542362,train,2010
1280387307489,train,2010
1280387471462,train,2010
1280387476099,train,2010
1280387484145,train,2010
1280387488682,train,2010
1280831771406,train,2010
1280832030609,train,2010
1281175071968,train,2010
1281175075139,train,2010
1281175079656,train,2010
1281175357460,train,2010
1281175695609,train,2010
1281175782289,train,2010
1281175844765,train,2010
1281175970591,train,2010
1281175990533,train,2010
1281176117255,train,2010
1281176337868,train,2010
1281176462068,train,2010
1281176468357,train,2010
1281176470066,train,2010
1281176502945,train,2010
1281176747929,train,2010
1281176896460,train,2010
1281176904867,train,2010
1281176991875,train,2010
1283000110018,train,2010
1283259055728,train,2010
1283259166280,train,2010
1283259400287,train,2010
1283447989871,train,2010
1283512758020,train,2010
1283766264715,train,2010
1283766455778,train,2010
1283766535214,train,2010
1284136404512,train,2010
1284136727296,train,2010
1284136734594,train,2010
1284137533154,train,2010
1284137737249,train,2010
1284137739935,train,2010
1284138480378,train,2010
1284139199669,train,2010
1284139539540,train,2010
1284140106927,train,2010
1284140445903,train,2010
1284141360009,train,2010
1284141760134,train,2010
1284141939455,train,2010
1284141943203,train,2010
1284142063866,train,2010
1284142524932,train,2010
1284142689064,train,2010
1284142900522,train,2010
1284143081892,train,2010
1284143310088,train,2010
1284143723892,train,2010
1284144071933,train,2010
1284144190959,train,2010
1284144715181,train,2010
1284145732278,train,2010
1284146113265,train,2010
1284146362066,train,2010
1284146450232,train,2010
1284146557737,train,2010
1284146612354,train,2010
1284147508399,train,2010
1284147705630,train,2010
1284148015792,train,2010
1284148018232,train,2010
1284148176038,train,2010
1284148501583,train,2010
1284148938445,train,2010
1284148945300,train,2010
1284149181713,train,2010
1284149425156,train,2010
1284149571001,train,2010
1284149957644,train,2010
1284150092455,train,2010
1284150357444,train,2010
1284150551386,train,2010
1284150554025,train,2010
1284150930252,train,2010
1284151079582,train,2010
1284151379551,train,2010
1284151380785,train,2010
1284151389430,train,2010
1284151403106,train,2010
1284151578340,train,2010
1284151753143,train,2010
1284152107006,train,2010
1284152163082,train,2010
1284152340954,train,2010
1284152520981,train,2010
1284152776271,train,2010
1284152962934,train,2010
1284152979977,train,2010
1284152997841,train,2011
1284153003850,train,2011
1284153005070,train,2011
1284153346298,train,2011
1284153638944,train,2011
1284153643856,train,2011
1284153812624,train,2011
1284154157618,train,2011
1284154487206,train,2011
1284154490226,train,2011
1284154490637,train,2011
1284154492114,train,2011
1284154830519,train,2011
1284155382799,train,2011
1284155392576,train,2011
1284155893727,train,2011
1284156201508,train,2011
1284156368949,train,2011
1284156375892,train,2011
1284156520477,train,2011
1284156524187,train,2011
1284156529490,train,2011
1284156793866,train,2011
1284157076830,train,2011
1284157440551,train,2011
1284159003105,train,2011
1284159023329,train,2011
1284159436880,train,2011
1284159639025,train,2011
1284160490273,train,2011
1284160642996,train,2011
1284160645198,train,2011
1284160655768,train,2011
1284160858255,train,2011
1284161000098,train,2011
1284161420410,train,2011
1284161516035,train,2011
1284161721888,train,2011
1284161724463,train,2011
1284161891374,train,2011
1284162826397,train,2011
1284163286276,train,2011
1284163726683,train,2011
1284163906906,train,2011
1284163936779,train,2011
1284164195057,train,2011
1284165325425,train,2011
1284165945598,train,2011
1284165978737,train,2011
1284166357005,train,2011
1284166596701,train,2011
1284166599234,train,2011
1284167141524,train,2011
1284167146911,train,2011
1284167735334,train,2011
1284167740092,train,2011
1284168631164,train,2011
1284183383563,train,2011
1284168668447,train,2011
1284168673529,train,2011
1284168918356,train,2011
1284169869222,train,2011
1284169890337,train,2011
1284169896977,train,2011
1284170297988,train,2011
1284170499466,train,2011
1284170501985,train,2011
1284170504827,train,2011
1284171638335,train,2011
1284171995190,train,2011
1284172401514,train,2011
1284172806217,train,2011
1284173195976,train,2011
1284173593975,train,2011
1284173599554,train,2011
1284173601693,train,2011
1284174160998,train,2011
1284174341706,train,2011
1284174387852,train,2011
1284174717969,train,2011
1284174782931,train,2011
1284174791292,train,2011
1284174794047,train,2011
1284175076687,train,2011
1284175837356,train,2011
1284176946286,train,2011
1284176949225,train,2011
1284176949913,train,2011
1284177108443,train,2011
1284177109064,train,2011
1284177116693,train,2011
1284178337706,train,2011
1284183382365,train,2011
1284179441989,train,2011
1284179751825,train,2011
1284179753732,train,2011
1284179824556,train,2011
1284179842143,train,2011
1284180100958,train,2011
1284180511256,train,2011
1284180522495,train,2011
1284180641985,train,2011
1284180725344,train,2011
1284180910206,train,2011
1284180928306,train,2011
1284181123010,train,2011
1284181451101,train,2011
1284181775231,train,2011
1284181778770,train,2011
1284182271444,train,2011
1284182654097,train,2011
1284182670379,train,2011
1284183048072,train,2011
1284183237958,train,2011
1284183528309,train,2011
1284183557370,train,2011
1284183558487,train,2011
1284183821826,train,2011
1284184197525,train,2011
1284184407774,train,2011
1284184683073,train,2011
1284185255079,train,2011
1284185270234,train,2011
1284185512660,train,2011
1284185565758,train,2011
1284185571254,train,2011
1284185578524,train,2011
1284185955828,train,2011
1284186031552,train,2011
1284186166141,train,2011
1284186173704,train,2011
1284186310877,train,2011
1284186412308,train,2011
1284186570949,train,2011
1284186580141,train,2011
1284186661336,train,2011
1284186663797,train,2011
1284186664882,train,2011
1284186763978,train,2011
1284187066338,train,2011
1284187439172,train,2011
1284187442875,train,2011
1284187444120,train,2011
1284187447225,train,2011
1284187449091,train,2011
1284187450725,train,2011
1284187452860,train,2011
1284187459335,train,2011
1284187465172,train,2011
1284187467150,train,2011
1284187496781,train,2011
1284187690825,train,2011
1284187699309,train,2011
1284187700412,train,2011
1284187933117,train,2011
1284187936527,train,2011
1284188103977,train,2011
1284188105537,train,2011
1284188194673,train,2011
1284188347890,train,2011
1284188402318,train,2011
1284188413899,train,2011
1284188485913,train,2011
1284188497642,train,2011
1284188710078,train,2011
1284188765048,train,2011
1284188771109,train,2011
1284188874682,train,2011
1284189088561,train,2011
1284189089053,train,2011
1284189090052,train,2011
1284189091516,train,2011
1284189326526,train,2011
1284189328229,train,2011
1284189329818,train,2011
1284189337176,train,2011
1284189457527,train,2011
1284189502588,train,2011
1284189968933,train,2011
1284190047731,train,2011
1284190225620,train,2011
1284190232400,train,2011
1284190233736,train,2011
1284190240380,train,2011
1284190325058,train,2011
1284190399081,train,2011
1284190524066,train,2011
1284190541131,train,2011
1284190683398,train,2011
1284190793171,train,2011
1284190797076,train,2011
1284190895786,train,2011
1284190900694,train,2011
1284190902903,train,2011
1284190971519,train,2011
1284191431026,train,2011
1284191735361,train,2011
1284192100766,train,2011
1284192278630,train,2011
1284192281005,train,2011
1284192323624,train,2011
1284192511451,train,2011
1284192680139,train,2011
1284192683229,train,2011
1284192855507,train,2011
1284193002602,train,2011
1284193009244,train,2011
1284193010145,train,2011
1284193020107,train,2011
1284193165224,train,2011
1284193299194,train,2011
1284193334060,train,2011
1284193335466,train,2011
1284193613304,train,2011
1284193620235,train,2011
1284193658785,train,2011
1284193970994,train,2011
1284193975286,train,2011
1284193992256,train,2011
1284194417985,train,2011
1284194429067,train,2011
1284194480892,train,2011
1284194505166,train,2011
1284194920090,train,2011
1284194924278,train,2011
1284194925118,train,2011
1284195420574,train,2011
1284195515551,train,2011
1284195633870,train,2011
1284195637388,train,2011
1284195642191,train,2011
1284195907178,train,2011
1284196052507,train,2011
1284196077710,train,2011
1284196183230,train,2011
1284196196583,train,2011
1284196270784,train,2011
1284196366798,train,2011
1284196376942,train,2011
1284196378589,train,2011
1284196449631,train,2011
1284196530479,train,2011
1284196533111,train,2011
1284196541951,train,2011
1284196699959,train,2011
1284196727304,train,2011
1284196812320,train,2011
1284196909598,train,2011
1284197037717,train,2011
1284197040802,train,2011
1284197042008,train,2011
1284197044993,train,2011
1284197283038,train,2011
1284197321044,train,2011
1284197443276,train,2011
1284197499906,train,2011
1284197508950,train,2011
1284197643795,train,2011
1284197678753,train,2011
1284197811659,train,2011
1284197929706,train,2011
1284197942007,train,2011
1284197945085,train,2011
1284197949031,train,2011
1284197950863,train,2011
1284197974548,train,2011
1284198048645,train,2011
1284198265193,train,2011
1284198378721,train,2011
1284198600758,train,2011
1284198606543,train,2011
1284198612206,train,2011
1284198614331,train,2011
1284198617171,train,2011
1284198621214,train,2011
1284198644424,train,2011
1284191938037,train,2011
1284198966276,train,2011
1284199181483,train,2011
1284199192520,train,2011
1284199196156,train,2011
1284199385070,train,2011
1284155887583,train,2011
1284199534115,train,2011
1284199539992,train,2011
1284199541808,train,2011
1284199545255,train,2011
1284199735005,train,2011
1284199743611,train,2011
1284199774347,train,2011
1284200098833,train,2011
1284200109717,train,2011
1284200206008,train,2011
1284200272366,train,2011
1284200341347,train,2011
1284200419939,train,2011
1284200435020,train,2011
1284200498654,train,2011
1284200572093,train,2011
1284200576327,train,2011
1284200669728,train,2011
1284200720476,train,2011
1284200749666,train,2011
1284200754680,train,2011
1284200756179,train,2011
1284200759296,train,2011
1284200850256,train,2011
1284200922097,train,2011
1284200960968,train,2011
1284201005434,train,2011
1284201129625,train,2011
1284201442230,train,2011
1284201452610,train,2011
1284201593702,train,2011
1284201597026,train,2011
1284201598375,train,2011
1284201601135,train,2011
1284201601635,train,2011
1284201602135,train,2011
1284201612519,train,2011
1284201871928,train,2011
1284202170580,train,2011
1284202184403,train,2011
1284202324219,train,2011
1284202336454,train,2011
1284202372167,train,2011
1284202447025,train,2011
1284202454109,train,2011
1284202455500,train,2011
1284202457071,train,2011
1284202458104,train,2011
1284202465471,train,2011
1284202467973,train,2011
1284202607215,train,2011
1284202734236,train,2011
1284202863760,train,2011
1284202879549,train,2011
1284202904264,train,2011
1284202897244,train,2011
1284203009190,train,2011
1284203019205,train,2011
1284203028469,train,2012
1284203032252,train,2012
1284203094691,train,2012
1284203134848,train,2012
1284203149246,train,2012
1284203270556,train,2012
1284203335135,train,2012
1284203528404,train,2012
1284203631704,train,2012
1284203738028,train,2012
1284203822252,train,2012
1284203830850,train,2012
1284203931081,train,2012
1284203932104,train,2012
1284204065310,train,2012
1284204230557,train,2012
1284204732272,train,2012
1284204770813,train,2012
1284204778713,train,2012
1284204781150,train,2012
1284204958242,train,2012
1284204963702,train,2012
1284205115365,train,2012
1284205444396,train,2012
1284205472186,train,2012
1284205689006,train,2012
1284205692397,train,2012
1284205707559,train,2012
1284205964560,train,2012
1284205971069,train,2012
1284205974467,train,2012
1284206135823,train,2012
1284206343108,train,2012
1284206375715,train,2012
1284206705438,train,2012
1284206884927,train,2012
1284207027618,train,2012
1284207030658,train,2012
1284207035375,train,2012
1284207371347,train,2012
1284207378146,train,2012
1284207382093,train,2012
1284207715167,train,2012
1284207716091,train,2012
1284207719057,train,2012
1284207725480,train,2012
1284207726383,train,2012
1284207740652,train,2012
1284207895128,train,2012
1284207901230,train,2012
1284207904300,train,2012
1284208062863,train,2012
1284208078900,train,2012
1284208338874,train,2012
1284208451371,train,2012
1284208453587,train,2012
1284208471146,train,2012
1284208472974,train,2012
1284208474364,train,2012
1284208482986,train,2012
1284208760868,train,2012
1284208814819,train,2012
1284209044823,train,2012
1284209234106,train,2012
1284209243825,train,2012
1284209413416,train,2012
1284209417049,train,2012
1284209419823,train,2012
1284209423764,train,2012
1284209426508,train,2012
1284209558468,train,2012
1284209588024,train,2012
1284209592351,train,2012
1284209725357,train,2012
1284209897737,train,2012
1284209903135,train,2012
1284210148868,train,2012
1284210149385,train,2012
1284210289055,train,2012
1284210296768,train,2012
1284210297607,train,2012
1284210298658,train,2012
1284210299909,train,2012
1284210404295,train,2012
1284210539928,train,2012
1284210542030,train,2012
1284210745120,train,2012
1284211053469,train,2012
1284211096744,train,2012
1284211229596,train,2012
1284211236850,train,2012
1284211241791,train,2012
1284211749546,train,2012
1284211904341,train,2012
1284212150460,train,2012
1284212207292,train,2012
1284212374894,train,2012
1284212375768,train,2012
1284212382746,train,2012
1284212383600,train,2012
1284212630260,train,2012
1284212631608,train,2012
1284212635990,train,2012
1284212688765,train,2012
1284212809112,train,2012
1284212978003,train,2012
1284213312031,train,2012
1284213313339,train,2012
1284213314582,train,2012
1284213316410,train,2012
1284213317789,train,2012
1284213318876,train,2012
1284213321285,train,2012
1284213328746,train,2012
1284213330170,train,2012
1284213565949,train,2012
1284214103841,train,2012
1284214113287,train,2012
1284214315852,train,2012
1284214318376,train,2012
1284214319763,train,2012
1284214331382,train,2012
1284214333983,train,2012
1284214377742,train,2012
1284214586203,train,2012
1284214593567,train,2012
1284214742093,train,2012
1284214963764,train,2012
1284214975421,train,2012
1284214971848,train,2012
1284215078663,train,2012
1284215231154,train,2012
1284215235424,train,2012
1284215242900,train,2012
1284215249885,train,2012
1284215409169,train,2012
1284215549077,train,2012
1284215723822,train,2012
1284215725303,train,2012
1284215727112,train,2012
1284215731770,train,2012
1284215734458,train,2012
1284215740578,train,2012
1284215744889,train,2012
1284215746578,train,2012
1284215747629,train,2012
1284215748916,train,2012
1284215877245,train,2012
1284216080541,train,2012
1284216237372,train,2012
1284216386844,train,2012
1284216493851,train,2012
1284216560564,train,2012
1284216565002,train,2012
1284216568739,train,2012
1284216572748,train,2012
1284216729943,train,2012
1284216775234,train,2012
1284216779689,train,2012
1284217227878,train,2012
1284217569726,train,2012
1284217723206,train,2012
1284217723617,train,2012
1284217726000,train,2012
1284217728587,train,2012
1284217734633,train,2012
1284217740439,train,2012
1284217745095,train,2012
1284217747064,train,2012
1284217938700,train,2012
1284218262019,train,2012
1284218263132,train,2012
1284218267203,train,2012
1284218290657,train,2012
1284218301534,train,2012
1284218458614,train,2012
1284218466977,train,2012
1284218470820,train,2012
1284218474141,train,2012
1284218477747,train,2012
1284218499324,train,2012
1284218526901,train,2012
1284218554899,train,2012
1284218625742,train,2012
1284218637413,train,2012
1284218641646,train,2012
1284218804961,train,2012
1284219037123,train,2012
1284219130494,train,2012
1284219132471,train,2012
1284219139349,train,2012
1284219141220,train,2012
1284219152405,train,2012
1284219408852,train,2012
1284219583116,train,2012
1284219762177,train,2012
1284219784944,train,2012
1284219893939,train,2012
1284219897929,train,2012
1284219941345,train,2012
1284220091130,train,2012
1284220097023,train,2012
1284220101871,train,2012
1284220108702,train,2012
1284220145669,train,2012
1284220223079,train,2012
1284220330749,train,2012
1284220594706,train,2012
1284220611129,train,2012
1284220629482,train,2012
1284220962020,train,2012
1284220968370,train,2012
1284220971925,train,2012
1284220973837,train,2012
1284221033600,train,2012
1284221184048,train,2012
1284221409798,train,2012
1284221829110,train,2012
1284221845484,train,2012
1284221951901,train,2012
1284222040970,train,2012
1284222173601,train,2012
1284222178974,train,2012
1284222185744,train,2012
1284222189800,train,2012
1284222190720,train,2012
1284222191312,train,2012
1284222193230,train,2012
1284222194771,train,2012
1284222231163,train,2012
1284222382421,train,2012
1284222631000,train,2012
1284222636277,train,2012
1284222802259,train,2012
1284222891310,train,2012
1284223053589,train,2012
1284223300796,train,2012
1284223304885,train,2012
1284223309186,train,2012
1284223312399,train,2012
